log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
08.20.2025,250801132,2025-08-20 12:38:17,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801133,2025-08-20 12:43:02,470 PC FRAUD,2650 COLLEGE LN; LOBBY,Fraud Report,2025-08-20,Fraud
08.20.2025,250801134,2025-08-20 13:14:50,DISTURB PERSON,1234 FOOTHILL BLVD; LA VERNE MEDICAL GROUP,Disturbance - Person,2025-08-20,Disturbance
08.20.2025,250801135,2025-08-20 13:19:52,DISTURB PERSON,2134 ARROW HWY; SHADES TINTING,Disturbance - Person,2025-08-20,Disturbance
08.20.2025,250801136,2025-08-20 13:44:38,TRAFFIC STOP,WHITE AVE & ARROW HWY,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801137,2025-08-20 13:46:06,911 INVEST,1624 THIRD ST,911 Investigation,2025-08-20,Other
08.20.2025,250801139,2025-08-20 13:48:52,AREA CHECK,FULTON RD & BONITA AVE,Area Check,2025-08-20,Other
08.20.2025,250801138,2025-08-20 13:51:40,FOUND PROP,2834 BONITA AVE; LOBBY,Found Property,2025-08-20,Property
08.20.2025,250801140,2025-08-20 13:59:43,TRAFFIC STOP,2300 ARROW HWY; GATE 15,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801142,2025-08-20 14:06:59,PROP FOR DESTR,1160 BASELINE RD; LOBBY,Property for Destruction,2025-08-20,Property
08.20.2025,250801143,2025-08-20 14:46:46,AREA CHECK,2605 SIERRA WAY; M WILSON ELECTRIC CO,Area Check,2025-08-20,Other
08.20.2025,250801145,2025-08-20 15:07:00,TRAFFIC STOP,ARROW HWY & WHITE AVE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801146,2025-08-20 15:16:10,TRAFFIC STOP,FRUIT ST & VERDANA CIR,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801147,2025-08-20 15:22:49,DISTURB ROAD,2552 FOOTHILL BLVD # 304; LOBBY,Disturbance - Road,2025-08-20,Disturbance
08.20.2025,250801148,2025-08-20 15:24:24,911 INVEST,5365 MOUNTAIN SPRINGS RANCH RD,911 Investigation,2025-08-20,Other
08.20.2025,250801150,2025-08-20 15:34:58,TRAFFIC HAZARD,FOOTHILL BLVD & IS210,Traffic Hazard,2025-08-20,Traffic Enforcement
08.20.2025,250801151,2025-08-20 15:47:52,WELFARE CHECK,FAIRPLEX DR & PUDDINGSTONE DR,Welfare Check,2025-08-20,Welfare/Assist
08.20.2025,250801152,2025-08-20 16:01:02,TRAFFIC HAZARD,FAIRPLEX DR & ARROW HWY,Traffic Hazard,2025-08-20,Traffic Enforcement
08.20.2025,250801153,2025-08-20 16:08:55,WELFARE CHECK,3625 WILLIAMS AVE # 136,Welfare Check,2025-08-20,Welfare/Assist
08.20.2025,250801154,2025-08-20 16:29:24,TRAFFIC STOP,2371 FOOTHILL BLVD; PANDA EXPRESS,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801155,2025-08-20 16:30:42,TRAFFIC STOP,E ST & BONITA AVE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801158,2025-08-20 16:55:28,SHOPLIFTER IC,2462 FOOTHILL BLVD; TARGET,Shoplifter In Custody,2025-08-20,Shoplifting
08.20.2025,250801157,2025-08-20 16:57:39,911 INVEST,1754 WHITE AVE; DETAILERS CHOICE INC,911 Investigation,2025-08-20,Other
08.20.2025,250801159,2025-08-20 17:22:46,PETTY THEFT RPT,2090 FOOTHILL BLVD; STATER BROS,Petty Theft Report,2025-08-20,Petty Theft
08.20.2025,250801160,2025-08-20 18:00:43,CODE H SUBJ,1120 FOOTHILL BLVD; UNION 76 GAS,5150 Welfare and Institutions Code Subject,2025-08-20,Welfare/Assist
08.20.2025,250801163,2025-08-20 18:01:07,ILLEGAL PARKER,ALLEN AVE & RAMONA AVE,Illegal Parking,2025-08-20,Parking
08.20.2025,250801162,2025-08-20 18:27:06,594 PC GRAFFITI,THIRD ST & E ST,Vandalism - Graffiti,2025-08-20,Vandalism
08.20.2025,250801161,2025-08-20 19:33:07,TRAFFIC HAZARD,D ST & TENTH ST,Traffic Hazard,2025-08-20,Traffic Enforcement
08.20.2025,250801166,2025-08-20 20:41:23,SPEEDING VEH,FOOTHILL BLVD & MORENO AVE,Speeding Vehicle,2025-08-20,Traffic Enforcement
08.20.2025,250801165,2025-08-20 20:42:07,TRAFFIC STOP,D ST & FOOTHILL BLVD,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801167,2025-08-20 21:09:01,911 INVEST,544 WILLOW PL,911 Investigation,2025-08-20,Other
08.20.2025,250801168,2025-08-20 21:13:08,TRAFFIC STOP,WHITE AVE & TOWNE CENTER DR,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801169,2025-08-20 21:23:01,PDOBS,ARROW HWY & WHITE AVE,Police Department Observed Suspicious Circumstances,2025-08-20,Suspicious Circumstances
08.20.2025,250801170,2025-08-20 22:30:06,PDOBS,ESPERANZA DR & JASMINE CT,Police Department Observed Suspicious Circumstances,2025-08-20,Suspicious Circumstances
08.20.2025,250801173,2025-08-20 23:28:51,CITIZEN ASST,837 MAJELLA AVE,Citizen Assist,2025-08-20,Welfare/Assist
08.20.2025,250801172,2025-08-20 23:30:08,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801174,2025-08-20 23:48:15,CODE H SUBJ,2588 SIERRA WAY,5150 Welfare and Institutions Code Subject,2025-08-20,Welfare/Assist
08.21.2025,250801178,2025-08-21 03:23:09,PDOBS,FULTON RD & ARROW HWY,Police Department Observed Suspicious Circumstances,2025-08-21,Suspicious Circumstances
08.21.2025,250801181,2025-08-21 04:56:39,911 INVEST,4154 ATLANTIC CIR,911 Investigation,2025-08-21,Other
08.21.2025,250801184,2025-08-21 07:18:37,CODE H SUBJ,1930 EVERGREEN ST,5150 Welfare and Institutions Code Subject,2025-08-21,Welfare/Assist
08.21.2025,250801185,2025-08-21 07:19:53,AREA CHECK,2574 SIERRA WAY,Area Check,2025-08-21,Other
08.21.2025,250801186,2025-08-21 07:42:18,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801187,2025-08-21 07:57:16,TRAFFIC STOP,1200 BASELINE RD,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801189,2025-08-21 08:12:15,THEFT MAIL,6940 SHERWOOD DR,Mail Theft,2025-08-21,Theft
08.21.2025,250801188,2025-08-21 08:14:15,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801190,2025-08-21 08:26:30,TRAFFIC STOP,1600 FOOTHILL BLVD; VONS,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801191,2025-08-21 08:37:28,TRAFFIC STOP,2421 FOOTHILL BLVD; AMBER RIDGE APTS,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801192,2025-08-21 08:40:59,PDOBS,2421 FOOTHILL BLVD; AMBER RIDGE APTS,Police Department Observed Suspicious Circumstances,2025-08-21,Suspicious Circumstances
08.21.2025,250801194,2025-08-21 09:49:09,911 INVEST,FULTON RD & RR,911 Investigation,2025-08-21,Other
08.21.2025,250801199,2025-08-21 12:04:40,WELFARE CHECK,ARROW HWY & FULTON RD,Welfare Check,2025-08-21,Welfare/Assist
08.21.2025,250801200,2025-08-21 12:31:26,TRAFFIC HAZARD,EIGHTH ST & WHITE AVE,Traffic Hazard,2025-08-21,Traffic Enforcement
08.21.2025,250801201,2025-08-21 12:58:35,911 INVEST,1643 PUDDINGSTONE DR,911 Investigation,2025-08-21,Other
08.21.2025,250801207,2025-08-21 13:54:37,TC INJURY,ARROW HWY & E ST,Traffic Collision - Injury,2025-08-21,Traffic Collision
08.21.2025,250801206,2025-08-21 13:55:20,TRAFFIC STOP,914 FOOTHILL BLVD; LA VERNE CAR WASH,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801209,2025-08-21 14:11:17,SUSP VEHICLE,CANYON VIEW DR & FOX GLEN AVE,Suspicious Vehicle,2025-08-21,Suspicious Vehicle
08.21.2025,250801210,2025-08-21 14:56:50,PDOBS,FOOTHILL BLVD & FRUIT ST,Police Department Observed Suspicious Circumstances,2025-08-21,Suspicious Circumstances
08.21.2025,250801211,2025-08-21 15:04:35,DISTURB SUBJS,FIRST ST & FULTON RD,Disturbance - Subjects,2025-08-21,Disturbance
08.21.2025,250801212,2025-08-21 15:10:14,CITE SIGN OFF,2061 THIRD ST; LOBBY,Citation Sign Off,2025-08-21,Other
08.21.2025,250801214,2025-08-21 15:36:40,CITIZEN ASST,1884 FIFTH ST; LOBBY,Citizen Assist,2025-08-21,Welfare/Assist
08.21.2025,250801216,2025-08-21 16:42:34,SUSP SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS,Suspicious Subjects,2025-08-21,Suspicious Subjects
08.21.2025,250801217,2025-08-21 16:54:37,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801219,2025-08-21 17:08:40,CODE H SUBJ,1253 FOOTHILL BLVD,5150 Welfare and Institutions Code Subject,2025-08-21,Welfare/Assist
08.21.2025,250801218,2025-08-21 17:08:46,WELFARE CHECK,HORMEL AVE & RAMONA AVE,Welfare Check,2025-08-21,Welfare/Assist
08.21.2025,250801220,2025-08-21 17:23:34,911 INVEST,4095 FRUIT ST # 843,911 Investigation,2025-08-21,Other
08.21.2025,250801221,2025-08-21 18:20:55,BATTERY IP/JO,1622 LA MESA DR,Battery In Progress / Just Occurred,2025-08-21,Battery
08.21.2025,250801222,2025-08-21 18:38:30,PROWLER,2622 BOWDOIN ST,Prowler,2025-08-21,Other
08.21.2025,250801225,2025-08-21 18:58:38,SUSP SUBJ,5751 GLEN OAKS DR,Suspicious Subjects,2025-08-21,Suspicious Subjects
08.21.2025,250801223,2025-08-21 19:12:09,GTARPT,BASELINE RD & EMERALD AVE,Grand Theft Auto Report,2025-08-21,Grand Theft
08.21.2025,250801224,2025-08-21 19:19:02,SOLICITOR,1662 LA MESA DR,Solicitor,2025-08-21,Trespass/Solicitor
08.21.2025,250801226,2025-08-21 19:49:17,PDOBS,1600 VICTORIA PL,Police Department Observed Suspicious Circumstances,2025-08-21,Suspicious Circumstances
08.21.2025,250801227,2025-08-21 20:44:46,TRAFFIC STOP,ARROW HWY & WHITE AVE,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801228,2025-08-21 21:04:14,TRAFFIC STOP,FRUIT ST & AMHERST ST,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801230,2025-08-21 21:13:42,DISTURB SUBJS,2855 FOOTHILL BLVD # C201,Disturbance - Subjects,2025-08-21,Disturbance
08.21.2025,250801229,2025-08-21 21:15:35,TRAFFIC STOP,FOOTHILL BLVD & FRUIT ST,Traffic Stop,2025-08-21,Traffic Stop
08.21.2025,250801232,2025-08-21 21:42:32,FOUND PROP,2200 WHEELER AVE; WHEELER PARK,Found Property,2025-08-21,Property
08.21.2025,250801235,2025-08-21 22:09:03,CODE H SUBJ,2090 FOOTHILL BLVD; STATER BROS,5150 Welfare and Institutions Code Subject,2025-08-21,Welfare/Assist
08.21.2025,250801234,2025-08-21 22:20:42,PETTY THEFT,2244 FOOTHILL BLVD; CHUZE FITNESS,Petty Theft,2025-08-21,Petty Theft
08.21.2025,250801236,2025-08-21 23:56:47,DUI,1604 FOOTHILL BLVD; VONS GAS,Driving Under the Influence,2025-08-21,Drug/Alcohol
08.22.2025,250801237,2025-08-22 00:01:19,SUSP SUBJ,2156 SECOND ST,Suspicious Subjects,2025-08-22,Suspicious Subjects
08.22.2025,250801238,2025-08-22 00:17:24,PDOBS,THIRD ST & D ST,Police Department Observed Suspicious Circumstances,2025-08-22,Suspicious Circumstances
08.22.2025,250801239,2025-08-22 00:29:43,TRAFFIC STOP,WHITE AVE & ARROW HWY,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801240,2025-08-22 00:30:15,TRAFFIC STOP,WHITE AVE & SIXTH ST,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801241,2025-08-22 01:01:59,AREA CHECK,BONITA AVE & B ST,Area Check,2025-08-22,Other
08.22.2025,250801242,2025-08-22 02:19:11,PDOBS,FULTON RD & ARROW HWY,Police Department Observed Suspicious Circumstances,2025-08-22,Suspicious Circumstances
08.22.2025,250801243,2025-08-22 02:35:25,WELFARE CHECK,2061 THIRD ST; LVPD,Welfare Check,2025-08-22,Welfare/Assist
08.22.2025,250801244,2025-08-22 03:30:05,SUSP SUBJ,1825 FOOTHILL BLVD; MONTE VISTA APTS,Suspicious Subjects,2025-08-22,Suspicious Subjects
08.22.2025,250801245,2025-08-22 05:27:10,SUSP SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS,Suspicious Subjects,2025-08-22,Suspicious Subjects
08.22.2025,250801246,2025-08-22 08:14:32,TRAFFIC STOP,D ST & SECOND ST,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801248,2025-08-22 08:25:01,TRAFFIC STOP,D ST & SECOND ST,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801249,2025-08-22 08:26:41,TC VEH VS PED,BRADFORD ST & FOOTHILL BLVD,Traffic Collision - Vehicle vs Pedestrian,2025-08-22,Traffic Collision
08.22.2025,250801251,2025-08-22 08:39:56,CODE H SUBJ,B ST & BONITA AVE,5150 Welfare and Institutions Code Subject,2025-08-22,Welfare/Assist
08.22.2025,250801252,2025-08-22 09:17:28,PETTY THEFT,2090 FOOTHILL BLVD; STATER BROS,Petty Theft,2025-08-22,Petty Theft
08.22.2025,250801254,2025-08-22 09:41:32,FOUND PROP,ARROW HWY & WHITE AVE,Found Property,2025-08-22,Property
08.22.2025,250801256,2025-08-22 11:09:50,DUI,WHEELER AVE & BASELINE RD,Driving Under the Influence,2025-08-22,Drug/Alcohol
08.22.2025,250801259,2025-08-22 12:09:36,WELFARE CHECK,1050 EASTGLEN DR,Welfare Check,2025-08-22,Welfare/Assist
08.22.2025,250801260,2025-08-22 12:15:26,ILLEGAL PARKER,2715 E ST; ROYNON SCHOOL,Illegal Parking,2025-08-22,Parking
08.22.2025,250801261,2025-08-22 12:51:57,911 INVEST,1668 CURTISS CT; JUICY WHIP,911 Investigation,2025-08-22,Other
08.22.2025,250801263,2025-08-22 13:01:55,CITIZEN ASST,3945 BRADFORD ST # 93,Citizen Assist,2025-08-22,Welfare/Assist
08.22.2025,250801262,2025-08-22 13:14:47,911 INVEST,2488 FOOTHILL BLVD # A; AAA,911 Investigation,2025-08-22,Other
08.22.2025,250801267,2025-08-22 15:12:20,SUSP SUBJ,D ST & FIFTH ST,Suspicious Subjects,2025-08-22,Suspicious Subjects
08.22.2025,250801268,2025-08-22 16:04:01,TRAFFIC STOP,D ST & FIRST ST,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801269,2025-08-22 16:06:13,TRAFFIC HAZARD,BASELINE RD & FOOTHILL BLVD,Traffic Hazard,2025-08-22,Traffic Enforcement
08.22.2025,250801270,2025-08-22 16:09:28,WELFARE CHECK,1756 GOLDEN HILLS RD,Welfare Check,2025-08-22,Welfare/Assist
08.22.2025,250801272,2025-08-22 16:44:58,STRUCTURE FIRE,2220 DAYBREAK DR,STRUCTURE FIRE,2025-08-22,Other
08.22.2025,250801275,2025-08-22 18:23:12,TC HR NON INJ,2451 FOOTHILL BLVD; LOBBY,Traffic Collision Hit and Run - Non Injuries,2025-08-22,Traffic Collision
08.22.2025,250801274,2025-08-22 18:28:47,TRAFFIC STOP,FOOTHILL BLVD & BIXBY DR,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801276,2025-08-22 18:37:03,WELFARE CHECK,1756 GOLDEN HILLS RD,Welfare Check,2025-08-22,Welfare/Assist
08.22.2025,250801277,2025-08-22 18:50:06,AREA CHECK,2120 FOOTHILL BLVD,Area Check,2025-08-22,Other
08.22.2025,250801278,2025-08-22 19:20:33,SUSP SUBJ,B ST & BONITA AVE,Suspicious Subjects,2025-08-22,Suspicious Subjects
08.22.2025,250801279,2025-08-22 20:42:24,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801280,2025-08-22 21:08:11,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM,Police Department Observed Suspicious Circumstances,2025-08-22,Suspicious Circumstances
08.22.2025,250801281,2025-08-22 21:20:06,TRAFFIC STOP,FOOTHILL BLVD & DAMIEN AVE,Traffic Stop,2025-08-22,Traffic Stop
08.22.2025,250801282,2025-08-22 21:44:03,BIKE TRAFFIC,WHEELER AVE & ARROW HWY,Bicycle Traffic Stop,2025-08-22,Traffic Enforcement
08.22.2025,250801283,2025-08-22 21:51:32,BIKE TRAFFIC,ARROW HWY & LA VERNE AVE,Bicycle Traffic Stop,2025-08-22,Traffic Enforcement
08.22.2025,250801288,2025-08-22 22:59:30,ILLEGAL PARKER,2561 SYCAMORE DR,Illegal Parking,2025-08-22,Parking
08.22.2025,250801286,2025-08-22 23:41:03,AREA CHECK,FRUIT ST & FOOTHILL BLVD,Area Check,2025-08-22,Other
08.23.2025,250801289,2025-08-23 00:26:09,PDOBS,MAGNOLIA AVE & BONITA AVE,Police Department Observed Suspicious Circumstances,2025-08-23,Suspicious Circumstances
08.23.2025,250801290,2025-08-23 00:44:47,PDOBS,EMERALD AVE & FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2025-08-23,Suspicious Circumstances
08.23.2025,250801291,2025-08-23 01:16:44,TRAFFIC STOP,WHITE AVE & FIRST ST,Traffic Stop,2025-08-23,Traffic Stop
08.23.2025,250801292,2025-08-23 03:17:11,TRAFFIC STOP,ARROW HWY & E ST,Traffic Stop,2025-08-23,Traffic Stop
08.23.2025,250801293,2025-08-23 03:24:32,TRAFFIC STOP,THIRD ST & F ST,Traffic Stop,2025-08-23,Traffic Stop
08.23.2025,250801294,2025-08-23 03:52:57,TRAFFIC STOP,E ST & FIFTH ST,Traffic Stop,2025-08-23,Traffic Stop
08.23.2025,250801296,2025-08-23 05:42:27,SUSP SUBJ,1223 BEAVER WAY,Suspicious Subjects,2025-08-23,Suspicious Subjects
08.23.2025,250801297,2025-08-23 07:42:15,HUMANE PROBLEM,1328 CHESTNUT RD,Humane Problem,2025-08-23,Animal
08.23.2025,250801298,2025-08-23 08:15:32,DISTURB PERSON,D ST & BONITA AVE,Disturbance - Person,2025-08-23,Disturbance
08.23.2025,250801299,2025-08-23 08:45:04,CODE H SUBJ,2175 BONITA AVE; CHURCH OF THE BRETHERAN,5150 Welfare and Institutions Code Subject,2025-08-23,Welfare/Assist
08.23.2025,250801301,2025-08-23 10:42:23,911 INVEST,5035 OLD RANCH RD,911 Investigation,2025-08-23,Other
08.23.2025,250801302,2025-08-23 10:49:20,TRAFFIC HAZARD,ARROW HWY & WHITE AVE,Traffic Hazard,2025-08-23,Traffic Enforcement
08.23.2025,250801304,2025-08-23 10:56:58,CITIZEN ASST,2371 FOOTHILL BLVD; PANDA EXPRESS; VIA 10-21,Citizen Assist,2025-08-23,Welfare/Assist
08.23.2025,250801303,2025-08-23 11:10:21,ASSIST AGENCY,2620 FIRST ST; CITY YARDS,Assist Other Agency,2025-08-23,Welfare/Assist
08.23.2025,250801305,2025-08-23 11:16:15,SUSP VEHICLE,2755 ARROW HWY; KINGSWAY GARDENS MOBILE HOMES,Suspicious Vehicle,2025-08-23,Suspicious Vehicle
08.23.2025,250801309,2025-08-23 13:49:47,SUSP VEHICLE,7131 CALLE ARAGON,Suspicious Vehicle,2025-08-23,Suspicious Vehicle
08.23.2025,250801310,2025-08-23 14:13:22,INDECENT EXPOS,2244 FOOTHILL BLVD; CHUZE FITNESS,Indecent Exposure,2025-08-23,Other
08.23.2025,250801311,2025-08-23 14:49:55,TRAFFIC HAZARD,BIXBY DR & BASELINE RD,Traffic Hazard,2025-08-23,Traffic Enforcement
08.23.2025,250801319,2025-08-23 14:50:36,CITIZEN ASST,D ST & THIRD ST;VIA 10-21,Citizen Assist,2025-08-23,Welfare/Assist
08.23.2025,250801313,2025-08-23 14:58:44,TC UNK,RAMONA AVE & SENTINEL DR,Traffic Collision - Unknown,2025-08-23,Traffic Collision
08.23.2025,250801314,2025-08-23 15:05:01,CODE H SUBJ,1600 FOOTHILL BLVD; VONS,5150 Welfare and Institutions Code Subject,2025-08-23,Welfare/Assist
08.23.2025,250801315,2025-08-23 15:26:49,DUI,RAMONA AVE & SENTINEL DR,Driving Under the Influence,2025-08-23,Drug/Alcohol
08.23.2025,250801316,2025-08-23 15:37:30,INDECENT EXPOS,1487 FOOTHILL BLVD; WELLS FARGO BANK,Indecent Exposure,2025-08-23,Other
08.23.2025,250801317,2025-08-23 16:05:24,TRAFFIC HAZARD,FULTON RD & ARROW HWY,Traffic Hazard,2025-08-23,Traffic Enforcement
08.23.2025,250801318,2025-08-23 16:12:30,SOLICITOR,2098 FOOTHILL BLVD; IN N OUT,Solicitor,2025-08-23,Trespass/Solicitor
08.23.2025,250801320,2025-08-23 17:31:43,PETTY THEFT,2462 FOOTHILL BLVD; TARGET,Petty Theft,2025-08-23,Petty Theft
08.23.2025,250801324,2025-08-23 17:48:01,CODE H SUBJ,1479 FOOTHILL BLVD; CVS,5150 Welfare and Institutions Code Subject,2025-08-23,Welfare/Assist
08.23.2025,250801321,2025-08-23 18:18:20,DUI,ESPERANZA DR & STARLINE ST,Driving Under the Influence,2025-08-23,Drug/Alcohol
08.23.2025,250801325,2025-08-23 18:54:45,AREA CHECK,RIDGEVIEW DR & CANYON CREST DR,Area Check,2025-08-23,Other
08.23.2025,250801323,2025-08-23 18:57:45,HUMANE PROBLEM,2612 SAN DIMAS CANYON RD,Humane Problem,2025-08-23,Animal
08.23.2025,250801326,2025-08-23 19:43:56,AREA CHECK,2613 A ST,Area Check,2025-08-23,Other
08.23.2025,250801330,2025-08-23 20:33:18,DISTURB PERSON,1966 GENESEE DR,Disturbance - Person,2025-08-23,Disturbance
08.23.2025,250801331,2025-08-23 20:40:58,DUI,FRUIT ST & BASELINE RD,Driving Under the Influence,2025-08-23,Drug/Alcohol
08.23.2025,250801332,2025-08-23 20:50:27,911 INVEST,4906 RIDGEVIEW ST,911 Investigation,2025-08-23,Other
08.23.2025,250801335,2025-08-23 21:40:39,CITIZEN ASST,1640 WHITE AVE; PUBLIC STORAGE,Citizen Assist,2025-08-23,Welfare/Assist
08.23.2025,250801333,2025-08-23 21:57:37,TRAFFIC STOP,THIRD ST & C ST,Traffic Stop,2025-08-23,Traffic Stop
08.23.2025,250801336,2025-08-23 22:05:15,911 INVEST,WHITE AVE & ARROW HWY,911 Investigation,2025-08-23,Other
08.23.2025,250801339,2025-08-23 22:11:38,TC HR NON INJ,2776 BEECH ST,Traffic Collision Hit and Run - Non Injuries,2025-08-23,Traffic Collision
08.23.2025,250801337,2025-08-23 22:37:42,KEEP THE PEACE,4095 FRUIT ST # 111,Keep the Peace,2025-08-23,Welfare/Assist
08.23.2025,250801338,2025-08-23 23:30:02,SUSP CIRCS,4095 FRUIT ST # 335,Suspicious Circumstances,2025-08-23,Suspicious Circumstances
08.23.2025,250801340,2025-08-23 23:32:32,DUI,ARROW HWY & A ST,Driving Under the Influence,2025-08-23,Drug/Alcohol
08.23.2025,250801341,2025-08-23 23:51:44,DISTURB PERSON,2235 SECOND ST,Disturbance - Person,2025-08-23,Disturbance
08.24.2025,250801342,2025-08-24 00:28:48,TRAFFIC STOP,FAIRPLEX DR & PUDDINGSTONE DR,Traffic Stop,2025-08-24,Traffic Stop
08.24.2025,250801343,2025-08-24 00:40:42,DISTURB PERSON,3060 KNOLLWOOD AVE,Disturbance - Person,2025-08-24,Disturbance
08.24.2025,250801344,2025-08-24 02:06:22,PETTY THEFT,3720 TOWNE CENTER DR; 711,Petty Theft,2025-08-24,Petty Theft
08.24.2025,250801346,2025-08-24 03:36:26,AREA CHECK,4320 EMERALD AVE,Area Check,2025-08-24,Other
08.24.2025,250801347,2025-08-24 03:43:15,TRAFFIC STOP,WHITE AVE & TOWNE CENTER DR,Traffic Stop,2025-08-24,Traffic Stop
08.24.2025,250801348,2025-08-24 03:50:50,PDOBS,2229 FOOTHILL BLVD # 100; KOHLS,Police Department Observed Suspicious Circumstances,2025-08-24,Suspicious Circumstances
08.24.2025,250801352,2025-08-24 08:55:31,PDOBS,2497 FOOTHILL BLVD # E; GOLD COAST DENTAL,Police Department Observed Suspicious Circumstances,2025-08-24,Suspicious Circumstances
08.24.2025,250801353,2025-08-24 09:37:40,AREA CHECK,YEAGER AVE & CURTISS CT,Area Check,2025-08-24,Other
08.24.2025,250801354,2025-08-24 10:36:51,DUI,SYLVIAN LN & BONITA AVE,Driving Under the Influence,2025-08-24,Drug/Alcohol
08.24.2025,250801356,2025-08-24 11:38:06,FIGHT IP/JO,2269 FOOTHILL BLVD; MCDONALDS,Fight In Progress / Just Occurred,2025-08-24,Fight
08.24.2025,250801357,2025-08-24 12:02:30,911 INVEST,3468 TOWNE CENTER DR,911 Investigation,2025-08-24,Other
08.24.2025,250801358,2025-08-24 12:32:33,470 PC FRAUD,3800 BRADFORD ST # 69,Fraud Report,2025-08-24,Fraud
08.24.2025,250801359,2025-08-24 13:10:20,PETTY THEFT,2268 FOOTHILL BLVD; ALDI,Petty Theft,2025-08-24,Petty Theft
08.24.2025,250801361,2025-08-24 13:22:39,911 INVEST,CALLE ARAGON & VIA DEL PARAISO,911 Investigation,2025-08-24,Other
08.24.2025,250801364,2025-08-24 15:43:40,CODE H SUBJ,BONITA AVE & F ST,5150 Welfare and Institutions Code Subject,2025-08-24,Welfare/Assist
08.24.2025,250801365,2025-08-24 16:10:46,ABAND VEH,1604 HEATHER DR,Abandoned Vehicle,2025-08-24,Parking
08.24.2025,250801366,2025-08-24 16:23:08,AREA CHECK,CALLE ARAGON & VIA DEL SOL,Area Check,2025-08-24,Other
08.24.2025,250801368,2025-08-24 17:16:22,DUI,FOOTHILL BLVD & IS210,Driving Under the Influence,2025-08-24,Drug/Alcohol
08.24.2025,250801372,2025-08-24 18:10:59,CITIZEN ASST,2371 FOOTHILL BLVD; PANDA EXPRESS; VIA 10-21,Citizen Assist,2025-08-24,Welfare/Assist
08.24.2025,250801370,2025-08-24 19:10:37,CODE H SUBJ,EMERALD AVE & FOOTHILL BLVD,5150 Welfare and Institutions Code Subject,2025-08-24,Welfare/Assist
08.24.2025,250801369,2025-08-24 19:24:11,DUI,FRUIT ST & FOOTHILL BLVD,Driving Under the Influence,2025-08-24,Drug/Alcohol
08.24.2025,250801375,2025-08-24 21:47:27,CODE H SUBJ,EMERALD AVE & RIDGEVIEW ST,5150 Welfare and Institutions Code Subject,2025-08-24,Welfare/Assist
08.24.2025,250801376,2025-08-24 22:06:31,TRAFFIC STOP,MCKINLEY & GATE 17,Traffic Stop,2025-08-24,Traffic Stop
08.24.2025,250801379,2025-08-24 22:35:31,ASSIST AGENCY,GLENDORA PD,Assist Other Agency,2025-08-24,Welfare/Assist
08.25.2025,250801385,2025-08-25 00:11:40,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-08-25,Traffic Stop
08.25.2025,250801386,2025-08-25 00:27:04,TRAFFIC STOP,BONITA AVE & SAN DIMAS CANYON RD,Traffic Stop,2025-08-25,Traffic Stop
08.25.2025,250801389,2025-08-25 01:03:11,PDOBS,FULTON RD & ARROW HWY,Police Department Observed Suspicious Circumstances,2025-08-25,Suspicious Circumstances
